@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
444,'2024/02/24 23:39:03:017',9,51.277714,-23.039417,0,0,0,?
445,'2024/02/24 23:39:03:052',9,51.607735,-22.844009,0,0,0,?
446,'2024/02/24 23:39:03:093',9,51.821968,-22.592522,0,0,0,?
447,'2024/02/24 23:39:03:122',9,52.109612,-22.157448,0,0,0,?
448,'2024/02/24 23:39:03:145',9,51.455326,-22.872791,0,0,0,?
449,'2024/02/24 23:39:03:174',9,52.29784,-22.227062,0,0,0,?
450,'2024/02/24 23:39:03:220',9,52.815113,-21.690128,0,0,0,?
451,'2024/02/24 23:39:03:255',9,52.413597,-21.876472,0,0,0,?
452,'2024/02/24 23:39:03:284',9,52.123405,-22.61261,0,0,0,?
453,'2024/02/24 23:39:03:319',9,52.017689,-22.578106,0,0,0,?
454,'2024/02/24 23:39:03:348',9,52.004299,-22.827305,0,0,0,?
455,'2024/02/24 23:39:03:377',9,51.555779,-23.082985,0,0,0,?
456,'2024/02/24 23:39:03:423',9,52.196388,-22.586464,0,0,0,?
457,'2024/02/24 23:39:03:452',9,52.413795,-22.333458,0,0,0,?
458,'2024/02/24 23:39:03:482',9,52.589664,-21.784283,0,0,0,?
459,'2024/02/24 23:39:03:511',9,52.361755,-22.005959,0,0,0,?
460,'2024/02/24 23:39:03:540',9,52.330341,-22.105579,0,0,0,?
461,'2024/02/24 23:39:03:574',9,52.405045,-21.806656,0,0,0,?
462,'2024/02/24 23:39:03:621',9,52.475624,-21.612167,0,0,0,?
463,'2024/02/24 23:39:03:656',9,52.487183,-21.509399,0,0,0,?
464,'2024/02/24 23:39:03:685',9,52.013683,-22.186604,0,0,0,?
465,'2024/02/24 23:39:03:719',9,52.036228,-22.230404,0,0,0,?
466,'2024/02/24 23:39:03:743',9,51.717339,-22.612206,0,0,0,?
467,'2024/02/24 23:39:03:778',9,51.504765,-22.676723,0,0,0,?
468,'2024/02/24 23:39:03:813',9,51.553116,-22.501083,0,0,0,?
469,'2024/02/24 23:39:03:859',9,51.427689,-22.853333,0,0,0,?
470,'2024/02/24 23:39:03:890',9,51.717854,-22.800411,0,0,0,?
471,'2024/02/24 23:39:03:917',9,51.51429,-23.077095,0,0,0,?
472,'2024/02/24 23:39:03:946',9,51.704807,-22.470188,0,0,0,?
473,'2024/02/24 23:39:03:975',9,51.5942,-22.639046,0,0,0,?
474,'2024/02/24 23:39:04:022',9,51.375504,-22.789368,0,0,0,?
475,'2024/02/24 23:39:04:057',9,51.709385,-22.208523,0,0,0,?
476,'2024/02/24 23:39:04:091',9,51.345234,-22.37286,0,0,0,?
477,'2024/02/24 23:39:04:121',9,51.29525,-22.368935,0,0,0,?
478,'2024/02/24 23:39:04:156',9,51.235001,-22.535446,0,0,0,?
479,'2024/02/24 23:39:04:180',9,50.73632,-22.814514,0,0,0,?
480,'2024/02/24 23:39:04:225',9,51.308128,-22.174324,0,0,0,?
481,'2024/02/24 23:39:04:260',9,50.933678,-22.555099,0,0,0,?
482,'2024/02/24 23:39:04:288',9,51.525993,-22.084862,0,0,0,?
483,'2024/02/24 23:39:04:324',9,53.158607,-21.229103,0,0,0,?
484,'2024/02/24 23:39:04:352',9,54.187286,-22.257813,0,0,0,?
485,'2024/02/24 23:39:04:381',9,55.309265,-22.252037,0,0,0,?
486,'2024/02/24 23:39:04:422',9,54.645164,-21.939041,0,0,0,?
487,'2024/02/24 23:39:04:457',9,54.970352,-21.971367,0,0,0,?
488,'2024/02/24 23:39:04:492',9,54.836456,-22.062233,0,0,0,?
489,'2024/02/24 23:39:04:527',9,54.885864,-21.792755,0,0,0,?
490,'2024/02/24 23:39:04:556',9,54.030045,-22.794144,0,0,0,?
491,'2024/02/24 23:39:04:585',9,52.792999,-23.446198,0,0,0,?
492,'2024/02/24 23:39:04:649',9,53.024681,-22.573471,0,0,0,?
493,'2024/02/24 23:39:04:684',9,52.863266,-22.531815,0,0,0,?
494,'2024/02/24 23:39:04:719',9,52.722389,-22.604057,0,0,0,?
495,'2024/02/24 23:39:04:748',9,53.048828,-22.657616,0,0,0,?
496,'2024/02/24 23:39:04:770',9,53.454552,-22.115135,0,0,0,?
497,'2024/02/24 23:39:04:782',9,53.390808,-22.503319,0,0,0,?
498,'2024/02/24 23:39:04:817',9,53.808403,-22.150642,0,0,0,?
499,'2024/02/24 23:39:04:858',9,54.64777,-21.678829,0,0,0,?
500,'2024/02/24 23:39:04:892',9,54.551182,-22.050617,0,0,0,?
501,'2024/02/24 23:39:04:922',9,53.900154,-22.292976,0,0,0,?
502,'2024/02/24 23:39:04:956',9,54.932014,-21.488113,0,0,0,?
503,'2024/02/24 23:39:04:986',9,53.60527,-22.525833,0,0,0,?
504,'2024/02/24 23:39:05:026',9,53.565704,-22.699554,0,0,0,?
505,'2024/02/24 23:39:05:061',9,53.999805,-22.119572,0,0,0,?
506,'2024/02/24 23:39:05:113',9,54.622421,-21.663208,0,0,0,?
507,'2024/02/24 23:39:05:142',9,54.501629,-21.787518,0,0,0,?
508,'2024/02/24 23:39:05:171',9,54.362411,-22.044411,0,0,0,?
509,'2024/02/24 23:39:05:206',9,53.33699,-22.649063,0,0,0,?
510,'2024/02/24 23:39:05:223',9,53.103531,-22.617073,0,0,0,?
511,'2024/02/24 23:40:43:189',10,112.303932,53.568676,0,0,0,?
512,'2024/02/24 23:40:43:218',10,111.712158,53.265724,0,0,0,?
513,'2024/02/24 23:40:43:252',10,111.919846,53.267876,0,0,0,?
514,'2024/02/24 23:40:43:287',10,112.347168,53.212456,0,0,0,?
515,'2024/02/24 23:40:43:340',10,112.660385,53.353355,0,0,0,?
516,'2024/02/24 23:40:43:345',10,112.091873,53.649841,0,0,0,?
517,'2024/02/24 23:40:43:386',10,112.156967,53.436218,0,0,0,?
518,'2024/02/24 23:40:43:415',10,111.654251,53.082989,0,0,0,?
519,'2024/02/24 23:40:43:439',10,111.694336,53.95549,0,0,0,?
520,'2024/02/24 23:40:43:491',10,111.964104,53.546135,0,0,0,?
521,'2024/02/24 23:40:43:537',10,111.409691,53.194366,0,0,0,?
522,'2024/02/24 23:40:43:572',10,111.51918,54.124916,0,0,0,?
523,'2024/02/24 23:40:43:613',10,110.837921,53.663296,0,0,0,?
524,'2024/02/24 23:40:43:642',10,110.703903,53.727058,0,0,0,?
525,'2024/02/24 23:40:43:653',10,111.087112,53.598232,0,0,0,?
526,'2024/02/24 23:40:43:682',10,111.052063,53.556686,0,0,0,?
527,'2024/02/24 23:40:43:723',10,110.992325,54.308537,0,0,0,?
528,'2024/02/24 23:40:43:758',10,111.51638,53.958435,0,0,0,?
529,'2024/02/24 23:40:43:787',10,110.615273,53.71402,0,0,0,?
530,'2024/02/24 23:40:43:822',10,110.21138,54.345043,0,0,0,?
531,'2024/02/24 23:40:43:850',10,110.679962,54.116936,0,0,0,?
532,'2024/02/24 23:40:43:891',10,110.490189,54.154072,0,0,0,?
533,'2024/02/24 23:40:43:920',10,110.210785,54.056629,0,0,0,?
534,'2024/02/24 23:40:43:960',10,110.31218,53.993027,0,0,0,?
535,'2024/02/24 23:40:43:984',10,110.841896,53.999321,0,0,0,?
536,'2024/02/24 23:40:44:013',10,110.886467,53.997028,0,0,0,?
537,'2024/02/24 23:40:44:037',10,111.011955,53.935318,0,0,0,?
538,'2024/02/24 23:40:44:088',10,110.678528,53.989361,0,0,0,?
539,'2024/02/24 23:40:44:123',10,110.47377,54.114765,0,0,0,?
540,'2024/02/24 23:40:44:153',10,110.877853,54.26416,0,0,0,?
541,'2024/02/24 23:40:44:187',10,111.121277,54.055485,0,0,0,?
542,'2024/02/24 23:40:44:216',10,110.745308,53.975288,0,0,0,?
543,'2024/02/24 23:40:44:239',10,110.59198,54.313225,0,0,0,?
544,'2024/02/24 23:40:44:286',10,110.97525,54.350426,0,0,0,?
545,'2024/02/24 23:40:44:344',10,110.792282,54.316406,0,0,0,?
546,'2024/02/24 23:40:44:379',10,110.711143,54.351337,0,0,0,?
547,'2024/02/24 23:40:44:408',10,110.679276,54.454826,0,0,0,?
548,'2024/02/24 23:40:44:443',10,110.490219,54.27269,0,0,0,?
549,'2024/02/24 23:40:44:466',10,110.468788,54.201309,0,0,0,?
550,'2024/02/24 23:40:44:507',10,110.311951,54.088387,0,0,0,?
551,'2024/02/24 23:40:44:542',10,110.349625,54.034737,0,0,0,?
552,'2024/02/24 23:40:44:553',10,110.289627,54.098709,0,0,0,?
553,'2024/02/24 23:40:44:582',10,110.261139,54.189896,0,0,0,?
554,'2024/02/24 23:40:44:616',10,110.298759,54.318096,0,0,0,?
555,'2024/02/24 23:40:44:640',10,110.336609,54.165516,0,0,0,?
556,'2024/02/24 23:40:44:687',10,110.559998,54.238415,0,0,0,?
557,'2024/02/24 23:40:44:722',10,110.444153,54.154755,0,0,0,?
558,'2024/02/24 23:40:44:756',10,110.309113,54.047928,0,0,0,?
559,'2024/02/24 23:40:44:785',10,110.029709,54.039318,0,0,0,?
560,'2024/02/24 23:40:44:814',10,109.996033,53.959122,0,0,0,?
561,'2024/02/24 23:40:44:843',10,110.119919,54.103207,0,0,0,?
562,'2024/02/24 23:40:44:896',10,109.965851,53.990021,0,0,0,?
563,'2024/02/24 23:40:44:943',10,110.093765,53.937752,0,0,0,?
564,'2024/02/24 23:40:44:983',10,110.813538,54.176758,0,0,0,?
565,'2024/02/24 23:40:45:014',10,110.9319,54.165283,0,0,0,?
566,'2024/02/24 23:40:45:041',10,109.972198,53.888855,0,0,0,?
567,'2024/02/24 23:40:45:077',10,110.279503,54.129982,0,0,0,?
568,'2024/02/24 23:40:45:105',10,110.004898,53.949104,0,0,0,?
569,'2024/02/24 23:40:45:122',10,110.862183,54.058117,0,0,0,?
570,'2024/02/24 23:40:45:157',10,109.872238,53.913803,0,0,0,?
571,'2024/02/24 23:40:45:191',10,109.87204,53.95575,0,0,0,?
572,'2024/02/24 23:40:45:220',10,109.874695,54.287537,0,0,0,?
573,'2024/02/24 23:40:45:250',10,110.79921,54.213181,0,0,0,?
574,'2024/02/24 23:40:45:290',10,110.04055,54.089355,0,0,0,?
575,'2024/02/25 00:05:38:118',11,59.556458,90.851837,0,0,0,?
576,'2024/02/25 00:05:38:152',11,60.080967,90.896729,0,0,0,?
577,'2024/02/25 00:05:38:186',11,59.588211,90.49321,0,0,0,?
578,'2024/02/25 00:05:38:210',11,60.642014,90.275177,0,0,0,?
579,'2024/02/25 00:05:38:221',11,59.679451,89.27639,0,0,0,?
580,'2024/02/25 00:05:38:256',11,59.637794,89.021957,0,0,0,?
581,'2024/02/25 00:05:38:291',11,60.688332,89.383507,0,0,0,?
582,'2024/02/25 00:05:38:325',11,60.591629,89.241226,0,0,0,?
583,'2024/02/25 00:05:38:368',11,60.550404,89.445045,0,0,0,?
584,'2024/02/25 00:05:38:396',11,60.43087,89.909821,0,0,0,?
585,'2024/02/25 00:05:38:430',11,59.998226,89.439987,0,0,0,?
586,'2024/02/25 00:05:38:471',11,60.125885,89.646835,0,0,0,?
587,'2024/02/25 00:05:38:501',11,60.266991,89.709152,0,0,0,?
588,'2024/02/25 00:05:38:530',11,60.101395,89.604836,0,0,0,?
589,'2024/02/25 00:05:38:587',11,60.223389,89.971878,0,0,0,?
590,'2024/02/25 00:05:38:622',11,60.185452,90.62516,0,0,0,?
591,'2024/02/25 00:05:38:645',11,60.115871,91.228722,0,0,0,?
592,'2024/02/25 00:05:38:680',11,59.94873,91.044815,0,0,0,?
593,'2024/02/25 00:05:38:697',11,60.21944,91.271095,0,0,0,?
594,'2024/02/25 00:05:38:756',11,60.224564,91.230042,0,0,0,?
595,'2024/02/25 00:05:38:784',11,59.968185,91.227432,0,0,0,?
596,'2024/02/25 00:05:38:807',11,60.019913,90.839539,0,0,0,?
597,'2024/02/25 00:05:38:819',11,60.01997,90.598213,0,0,0,?
598,'2024/02/25 00:05:38:866',11,60.261581,90.66713,0,0,0,?
599,'2024/02/25 00:05:38:901',11,60.439682,90.877594,0,0,0,?
600,'2024/02/25 00:05:38:959',11,60.440941,90.920219,0,0,0,?
601,'2024/02/25 00:05:38:988',11,60.68367,90.707642,0,0,0,?
602,'2024/02/25 00:05:39:010',11,60.56797,90.932861,0,0,0,?
603,'2024/02/25 00:05:39:022',11,60.386726,90.786552,0,0,0,?
604,'2024/02/25 00:05:39:063',11,60.220787,90.237381,0,0,0,?
605,'2024/02/25 00:05:39:098',11,60.202362,90.701294,0,0,0,?
606,'2024/02/25 00:05:39:156',11,60.079308,90.334282,0,0,0,?
607,'2024/02/25 00:05:39:191',11,59.967556,90.577698,0,0,0,?
608,'2024/02/25 00:05:39:214',11,59.686146,90.931404,0,0,0,?
609,'2024/02/25 00:05:39:225',11,59.552109,90.854759,0,0,0,?
610,'2024/02/25 00:05:39:267',11,59.549873,90.657951,0,0,0,?
611,'2024/02/25 00:05:39:319',11,59.533226,90.387955,0,0,0,?
612,'2024/02/25 00:05:39:330',11,59.322426,90.277695,0,0,0,?
613,'2024/02/25 00:05:39:368',11,59.287148,90.236267,0,0,0,?
614,'2024/02/25 00:05:39:418',11,59.189728,90.211517,0,0,0,?
615,'2024/02/25 00:05:39:446',11,58.59375,90.211601,0,0,0,?
616,'2024/02/25 00:05:39:482',11,59.036263,90.583817,0,0,0,?
617,'2024/02/25 00:05:39:499',11,59.047508,90.453529,0,0,0,?
618,'2024/02/25 00:05:39:556',11,59.238998,90.151894,0,0,0,?
619,'2024/02/25 00:05:39:586',11,59.026966,90.002686,0,0,0,?
620,'2024/02/25 00:05:39:620',11,58.928864,89.970047,0,0,0,?
621,'2024/02/25 00:05:39:655',11,58.978729,89.858353,0,0,0,?
622,'2024/02/25 00:05:39:685',11,58.533611,89.103409,0,0,0,?
623,'2024/02/25 00:05:39:713',11,58.642616,88.936272,0,0,0,?
624,'2024/02/25 00:05:39:731',11,58.593922,88.530975,0,0,0,?
625,'2024/02/25 00:05:39:754',11,58.777599,88.720291,0,0,0,?
626,'2024/02/25 00:05:39:788',11,59.335701,90.610718,0,0,0,?
627,'2024/02/25 00:05:39:818',11,59.186813,91.197052,0,0,0,?
628,'2024/02/25 00:05:39:852',11,59.372234,91.103355,0,0,0,?
629,'2024/02/25 00:05:39:893',11,58.607082,89.159836,0,0,0,?
630,'2024/02/25 00:05:39:933',11,59.524696,90.93232,0,0,0,?
631,'2024/02/25 00:05:39:963',11,60.169571,90.971802,0,0,0,?
632,'2024/02/25 00:05:39:992',11,59.700222,91.162575,0,0,0,?
633,'2024/02/25 00:05:40:015',11,58.570518,89.234818,0,0,0,?
634,'2024/02/25 00:05:40:068',11,59.294071,90.601158,0,0,0,?
635,'2024/02/25 00:05:40:114',11,59.205467,90.610367,0,0,0,?
636,'2024/02/25 00:05:40:125',11,59.938316,90.402603,0,0,0,?
637,'2024/02/25 00:05:40:190',11,59.258022,90.037933,0,0,0,?
638,'2024/02/25 00:05:40:225',11,59.13308,90.202591,0,0,0,?
639,'2024/02/25 00:05:40:259',11,59.163666,89.966125,0,0,0,?
640,'2024/02/25 00:05:40:293',11,59.33567,89.569534,0,0,0,?
641,'2024/02/25 00:05:40:323',11,59.561317,89.371201,0,0,0,?
642,'2024/02/25 00:05:40:351',11,59.794006,89.497261,0,0,0,?
643,'2024/02/25 00:05:40:364',11,59.579372,89.830971,0,0,0,?
644,'2024/02/25 00:05:40:401',11,58.394108,88.271828,0,0,0,?
645,'2024/02/25 00:05:40:428',11,58.529663,88.710739,0,0,0,?
646,'2024/02/25 00:05:40:468',11,58.586025,88.661789,0,0,0,?
647,'2024/02/25 00:05:40:503',11,58.632832,88.516876,0,0,0,?
648,'2024/02/25 00:05:40:555',11,59.544983,90.087288,0,0,0,?
649,'2024/02/25 00:05:40:592',11,60.161991,90.524078,0,0,0,?
650,'2024/02/25 00:05:40:619',11,59.548645,90.312912,0,0,0,?
651,'2024/02/25 00:09:09:052',12,224.720535,251.772598,0,0,0,?
652,'2024/02/25 00:09:09:092',12,225.005203,251.309113,0,0,0,?
653,'2024/02/25 00:09:09:121',12,224.693237,250.504013,0,0,0,?
654,'2024/02/25 00:09:09:149',12,224.779419,250.838638,0,0,0,?
655,'2024/02/25 00:09:09:190',12,224.728424,251.07991,0,0,0,?
656,'2024/02/25 00:09:09:237',12,224.906952,251.255402,0,0,0,?
657,'2024/02/25 00:09:09:271',12,224.751297,251.755142,0,0,0,?
658,'2024/02/25 00:09:09:300',12,224.919113,251.646301,0,0,0,?
659,'2024/02/25 00:09:09:317',12,224.707458,251.585144,0,0,0,?
660,'2024/02/25 00:09:09:348',12,224.634216,251.52211,0,0,0,?
661,'2024/02/25 00:09:09:388',12,225.563766,251.91275,0,0,0,?
662,'2024/02/25 00:09:09:440',12,225.207245,250.678711,0,0,0,?
663,'2024/02/25 00:09:09:474',12,224.752808,250.228043,0,0,0,?
664,'2024/02/25 00:09:09:497',12,225.375992,252.596603,0,0,0,?
665,'2024/02/25 00:09:09:515',12,225.316833,252.413177,0,0,0,?
666,'2024/02/25 00:09:09:556',12,225.416336,251.975464,0,0,0,?
667,'2024/02/25 00:09:09:602',12,225.357483,251.791473,0,0,0,?
668,'2024/02/25 00:09:09:637',12,225.518127,252.01947,0,0,0,?
669,'2024/02/25 00:09:09:672',12,225.405914,251.976898,0,0,0,?
670,'2024/02/25 00:09:09:683',12,225.52771,252.322144,0,0,0,?
671,'2024/02/25 00:09:09:719',12,225.272964,252.234024,0,0,0,?
672,'2024/02/25 00:09:09:777',12,225.638,252.209473,0,0,0,?
673,'2024/02/25 00:09:09:811',12,225.904373,252.458298,0,0,0,?
674,'2024/02/25 00:09:09:840',12,225.421265,251.089813,0,0,0,?
675,'2024/02/25 00:09:09:851',12,226.106964,252.107162,0,0,0,?
676,'2024/02/25 00:09:09:881',12,225.554062,251.426178,0,0,0,?
677,'2024/02/25 00:09:09:922',12,225.415359,252.344177,0,0,0,?
678,'2024/02/25 00:09:09:945',12,225.318375,251.392532,0,0,0,?
679,'2024/02/25 00:09:09:985',12,225.598419,251.406586,0,0,0,?
680,'2024/02/25 00:09:10:027',12,225.367706,251.319778,0,0,0,?
681,'2024/02/25 00:09:10:055',12,225.001999,251.531647,0,0,0,?
682,'2024/02/25 00:09:10:090',12,224.830688,251.550354,0,0,0,?
683,'2024/02/25 00:09:10:131',12,224.739365,251.512039,0,0,0,?
684,'2024/02/25 00:09:10:148',12,225.074387,251.369507,0,0,0,?
685,'2024/02/25 00:09:10:189',12,225.479858,251.639191,0,0,0,?
686,'2024/02/25 00:09:10:223',12,225.348755,251.507095,0,0,0,?
687,'2024/02/25 00:09:10:252',12,225.688309,251.424728,0,0,0,?
688,'2024/02/25 00:09:10:287',12,225.83345,251.589783,0,0,0,?
689,'2024/02/25 00:09:10:316',12,225.645111,251.461823,0,0,0,?
690,'2024/02/25 00:09:10:339',12,225.5979,251.24379,0,0,0,?
691,'2024/02/25 00:09:10:386',12,225.614059,251.242905,0,0,0,?
692,'2024/02/25 00:09:10:445',12,225.344818,251.209137,0,0,0,?
693,'2024/02/25 00:09:10:495',12,225.18396,251.308456,0,0,0,?
694,'2024/02/25 00:09:10:515',12,224.703033,251.434845,0,0,0,?
695,'2024/02/25 00:09:10:536',12,224.328857,251.321182,0,0,0,?
696,'2024/02/25 00:09:10:548',12,223.609772,249.091705,0,0,0,?
697,'2024/02/25 00:09:10:583',12,223.566864,248.919266,0,0,0,?
698,'2024/02/25 00:09:10:624',12,223.668854,248.458954,0,0,0,?
699,'2024/02/25 00:09:10:671',12,223.509293,249.120285,0,0,0,?
700,'2024/02/25 00:09:10:699',12,223.858398,249.429871,0,0,0,?
701,'2024/02/25 00:09:10:716',12,223.846863,249.339752,0,0,0,?
702,'2024/02/25 00:09:10:752',12,223.845551,249.593475,0,0,0,?
703,'2024/02/25 00:09:10:786',12,223.963562,250.21843,0,0,0,?
704,'2024/02/25 00:09:10:845',12,224.156662,250.131195,0,0,0,?
705,'2024/02/25 00:09:10:873',12,223.745895,249.024811,0,0,0,?
706,'2024/02/25 00:09:10:884',12,223.446014,249.572876,0,0,0,?
707,'2024/02/25 00:09:10:945',12,222.960831,249.444443,0,0,0,?
708,'2024/02/25 00:09:10:972',12,223.191895,248.312653,0,0,0,?
709,'2024/02/25 00:09:11:006',12,223.308395,247.564972,0,0,0,?
710,'2024/02/25 00:09:11:041',12,222.871262,247.148438,0,0,0,?
711,'2024/02/25 00:09:11:071',12,222.64212,247.930984,0,0,0,?
712,'2024/02/25 00:09:11:082',12,222.433777,248.315277,0,0,0,?
713,'2024/02/25 00:09:11:117',12,222.283112,248.360855,0,0,0,?
714,'2024/02/25 00:09:11:146',12,222.518173,248.953995,0,0,0,?
715,'2024/02/25 00:09:11:181',12,222.180893,248.939926,0,0,0,?
716,'2024/02/25 00:09:11:221',12,222.127823,248.852356,0,0,0,?
717,'2024/02/25 00:09:11:256',12,222.20816,248.833862,0,0,0,?
718,'2024/02/25 00:09:11:285',12,221.596649,248.587128,0,0,0,?
719,'2024/02/25 00:09:11:309',12,221.496338,248.644501,0,0,0,?
720,'2024/02/25 00:09:11:344',12,222.122406,250.494629,0,0,0,?
721,'2024/02/25 00:09:11:385',12,222.030289,250.41481,0,0,0,?
722,'2024/02/25 00:09:11:424',12,221.607834,248.82193,0,0,0,?
723,'2024/02/25 00:09:11:471',12,221.613373,248.910248,0,0,0,?
724,'2024/02/25 00:09:11:505',12,221.526886,248.733414,0,0,0,?
725,'2024/02/25 00:09:11:517',12,222.347031,250.059326,0,0,0,?
726,'2024/02/25 00:09:11:541',12,221.481567,248.563293,0,0,0,?
727,'2024/02/25 00:09:11:587',12,222.642059,249.920532,0,0,0,?
728,'2024/02/25 00:09:11:628',12,222.267517,249.29248,0,0,0,?
729,'2024/02/25 00:09:11:651',12,222.22995,249.369797,0,0,0,?
730,'2024/02/25 00:09:11:721',12,222.456894,249.506866,0,0,0,?
731,'2024/02/25 00:09:11:751',12,222.549423,249.105576,0,0,0,?
732,'2024/02/25 00:09:11:779',12,222.466278,249.116302,0,0,0,?
733,'2024/02/25 00:09:11:808',12,222.338272,249.151245,0,0,0,?
734,'2024/02/25 00:09:11:836',12,221.912964,249.155045,0,0,0,?
735,'2024/02/25 00:09:11:871',12,222.010056,249.527695,0,0,0,?
736,'2024/02/25 00:09:11:888',12,222.337708,249.433228,0,0,0,?
737,'2024/02/25 00:09:11:906',12,222.353073,249.726471,0,0,0,?
738,'2024/02/25 00:09:11:947',12,221.793427,248.358597,0,0,0,?
739,'2024/02/25 00:09:11:993',12,221.108093,248.448029,0,0,0,?
740,'2024/02/25 00:09:12:022',12,221.73735,248.33551,0,0,0,?
741,'2024/02/25 00:09:12:051',12,221.939056,248.909332,0,0,0,?
742,'2024/02/25 00:09:12:093',12,222.261993,248.379761,0,0,0,?
743,'2024/02/25 00:13:09:994',13,106.258591,1,0,0,0,1
744,'2024/02/25 00:13:10:028',13,104.577545,1,0,0,0,1
745,'2024/02/25 00:13:10:057',13,103.250366,1,0,0,0,1
746,'2024/02/25 00:13:10:080',13,102.772377,1,0,0,0,1
747,'2024/02/25 00:13:10:097',13,101.308762,1,0,0,0,1
748,'2024/02/25 00:13:10:133',13,100.397072,1,0,0,0,1
749,'2024/02/25 00:13:10:174',13,99.733139,1,0,0,0,1
750,'2024/02/25 00:13:10:208',13,99.732544,1,0,0,0,1
751,'2024/02/25 00:13:10:237',13,99.259384,1,0,0,0,1
752,'2024/02/25 00:13:10:275',13,99.84581,1,0,0,0,1
753,'2024/02/25 00:13:10:295',13,99.409103,1,0,0,0,1
754,'2024/02/25 00:13:10:342',13,99.744072,1,0,0,0,1
755,'2024/02/25 00:13:10:370',13,99.708107,1,0,0,0,1
756,'2024/02/25 00:13:10:399',13,100.399902,1,0,0,0,1
757,'2024/02/25 00:13:10:440',13,99.453651,1,0,0,0,1
758,'2024/02/25 00:13:10:475',13,100.385025,1,0,0,0,1
759,'2024/02/25 00:13:10:498',13,100.442047,1,0,0,0,1
760,'2024/02/25 00:13:10:539',13,100.570618,1,0,0,0,1
761,'2024/02/25 00:13:10:591',13,100.696274,1,0,0,0,1
762,'2024/02/25 00:13:10:626',13,100.610901,1,0,0,0,1
763,'2024/02/25 00:13:10:649',13,100.825111,1,0,0,0,1
764,'2024/02/25 00:13:10:666',13,100.650131,1,0,0,0,1
765,'2024/02/25 00:13:10:707',13,100.583183,1,0,0,0,1
766,'2024/02/25 00:13:10:742',13,100.472031,1,0,0,0,1
767,'2024/02/25 00:13:10:772',13,100.893341,1,0,0,0,1
768,'2024/02/25 00:13:10:806',13,100.850861,1,0,0,0,1
769,'2024/02/25 00:13:10:841',13,101.139763,1,0,0,0,1
770,'2024/02/25 00:13:10:870',13,101.250572,1,0,0,0,1
771,'2024/02/25 00:13:10:899',13,100.234421,1,0,0,0,1
772,'2024/02/25 00:13:10:940',13,100.512115,1,0,0,0,1
773,'2024/02/25 00:13:10:998',13,101.208969,1,0,0,0,1
774,'2024/02/25 00:13:11:032',13,101.332336,1,0,0,0,1
775,'2024/02/25 00:13:11:061',13,101.685074,1,0,0,0,1
776,'2024/02/25 00:13:11:084',13,101.588516,1,0,0,0,1
777,'2024/02/25 00:13:11:096',13,101.757431,1,0,0,0,1
778,'2024/02/25 00:13:11:131',13,101.925491,1,0,0,0,1
779,'2024/02/25 00:13:11:172',13,101.920021,1,0,0,0,1
780,'2024/02/25 00:13:11:218',13,102.266235,1,0,0,0,1
781,'2024/02/25 00:13:11:230',13,102.874916,1,0,0,0,1
782,'2024/02/25 00:13:11:271',13,103.00927,1,0,0,0,1
783,'2024/02/25 00:13:11:311',13,102.208931,1,0,0,0,1
784,'2024/02/25 00:13:11:328',13,102.855377,1,0,0,0,1
785,'2024/02/25 00:13:11:375',13,103.476395,1,0,0,0,1
786,'2024/02/25 00:13:11:409',13,103.795334,1,0,0,0,1
787,'2024/02/25 00:13:11:440',13,104.280998,1,0,0,0,1
788,'2024/02/25 00:13:11:468',13,104.323364,1,0,0,0,1
789,'2024/02/25 00:13:11:504',13,104.403419,1,0,0,0,1
790,'2024/02/25 00:13:11:543',13,104.454971,1,0,0,0,1
791,'2024/02/25 00:13:11:572',13,104.778503,1,0,0,0,1
792,'2024/02/25 00:13:11:607',13,104.562088,1,0,0,0,1
793,'2024/02/25 00:13:11:642',13,105.152725,1,0,0,0,1
794,'2024/02/25 00:13:11:671',13,105.751938,1,0,0,0,1
795,'2024/02/25 00:13:11:694',13,106.700737,1,0,0,0,1
796,'2024/02/25 00:13:11:746',13,109.101395,1,0,0,0,1
797,'2024/02/25 00:13:11:776',13,113.344116,1,0,0,0,1
798,'2024/02/25 00:13:11:810',13,115.842392,1,0,0,0,1
799,'2024/02/25 00:13:11:839',13,119.564209,1,0,0,0,1
800,'2024/02/25 00:13:11:868',13,123.96595,1,0,0,0,1
801,'2024/02/25 00:13:11:897',13,127.384186,1,0,0,0,1
802,'2024/02/25 00:13:11:938',13,131.760529,1,0,0,0,1
803,'2024/02/25 00:13:11:990',13,134.864899,1,0,0,0,1
804,'2024/02/25 00:13:12:030',13,138.425613,1,0,0,0,1
805,'2024/02/25 00:13:12:060',13,141.579407,1,0,0,0,1
806,'2024/02/25 00:13:12:089',13,143.702423,1,0,0,0,1
807,'2024/02/25 00:13:12:106',13,146.438995,1,0,0,0,1
808,'2024/02/25 00:13:12:135',13,149.067657,1,0,0,0,1
809,'2024/02/25 00:13:12:176',13,150.930054,1,0,0,0,1
810,'2024/02/25 00:13:12:205',13,151.056458,1,0,0,0,1
