@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute gain numeric
@attribute soundOn {0,1,2}

@data
622,'2024/02/25 22:35:25:576',3,0.973031,0,?,1
623,'2024/02/25 22:35:25:600',3,0.973031,0,?,1
624,'2024/02/25 22:35:25:629',3,0.973031,0,?,1
625,'2024/02/25 22:35:25:681',3,0.973031,0,?,1
626,'2024/02/25 22:35:25:704',3,0.973031,0,?,1
627,'2024/02/25 22:35:25:739',3,0.973031,0,?,1
628,'2024/02/25 22:35:25:762',3,0.973031,0,?,1
629,'2024/02/25 22:35:25:803',3,0.973031,0,?,1
630,'2024/02/25 22:35:25:838',3,0.973031,0,?,1
631,'2024/02/25 22:35:25:873',3,0.973031,0,?,1
632,'2024/02/25 22:35:25:896',3,0.973031,0,?,1
633,'2024/02/25 22:35:25:925',3,0.973031,0,?,1
634,'2024/02/25 22:35:25:971',3,0.973031,0,?,1
635,'2024/02/25 22:35:26:006',3,0.973031,0,?,1
636,'2024/02/25 22:35:26:041',3,0.973031,0,?,1
637,'2024/02/25 22:35:26:082',3,0.973031,0,?,1
638,'2024/02/25 22:35:26:117',3,0.980395,0,?,1
639,'2024/02/25 22:35:26:122',3,0.981981,0,?,1
640,'2024/02/25 22:35:26:140',3,0.965992,0,?,1
641,'2024/02/25 22:35:26:175',3,0.96502,0,?,1
642,'2024/02/25 22:35:26:227',3,0.962996,0,?,1
643,'2024/02/25 22:35:26:250',3,0.960404,0,?,1
644,'2024/02/25 22:35:26:287',3,0.956422,0,?,1
645,'2024/02/25 22:35:26:314',3,0.971489,0,?,1
646,'2024/02/25 22:35:26:355',3,0.988808,0,?,1
647,'2024/02/25 22:35:26:384',3,0.995454,0,?,1
648,'2024/02/25 22:35:26:419',3,0.984413,0,?,1
649,'2024/02/25 22:35:26:465',3,0.977988,0,?,1
650,'2024/02/25 22:35:26:489',3,0.971168,0,?,1
651,'2024/02/25 22:35:26:523',3,0.988991,0,?,1
652,'2024/02/25 22:35:26:553',3,0.989406,0,?,1
653,'2024/02/25 22:35:26:589',3,0.982094,0,?,1
654,'2024/02/25 22:35:26:623',3,0.979796,0,?,1
655,'2024/02/25 22:35:26:663',3,0.980592,0,?,1
656,'2024/02/25 22:35:26:692',3,0.991924,0,?,1
657,'2024/02/25 22:35:26:721',3,0.991653,0,?,1
658,'2024/02/25 22:35:26:756',3,0.992647,0,?,1
659,'2024/02/25 22:35:26:785',3,0.98878,0,?,1
660,'2024/02/25 22:35:26:825',3,0.992515,0,?,1
661,'2024/02/25 22:35:26:866',3,0.997221,0,?,1
662,'2024/02/25 22:35:26:889',3,0.992173,0,?,1
663,'2024/02/25 22:35:26:930',3,0.99297,0,?,1
664,'2024/02/25 22:35:26:959',3,0.986979,0,?,1
665,'2024/02/25 22:35:26:994',3,0.978151,0,?,1
666,'2024/02/25 22:35:27:023',3,0.988271,0,?,1
667,'2024/02/25 22:35:27:058',3,0.986982,0,?,1
668,'2024/02/25 22:35:27:098',3,0.967853,0,?,1
669,'2024/02/25 22:35:27:122',3,0.967554,0,?,1
670,'2024/02/25 22:35:27:156',3,0.97807,0,?,1
671,'2024/02/25 22:35:27:197',3,0.985506,0,?,1
844,'2024/02/25 22:35:44:139',5,2.947127,1,?,2
845,'2024/02/25 22:35:44:165',5,2.947155,1,?,2
846,'2024/02/25 22:35:44:206',5,2.946165,1,?,2
847,'2024/02/25 22:35:44:234',5,2.942613,1,?,2
848,'2024/02/25 22:35:44:275',5,2.939394,1,?,2
849,'2024/02/25 22:35:44:304',5,2.945009,1,?,2
850,'2024/02/25 22:35:44:339',5,2.946569,1,?,2
851,'2024/02/25 22:35:44:368',5,2.948637,1,?,2
852,'2024/02/25 22:35:44:403',5,2.943582,1,?,2
853,'2024/02/25 22:35:44:403',5,2.943582,1,?,2
854,'2024/02/25 22:35:44:432',5,2.943383,1,?,2
855,'2024/02/25 22:35:44:473',5,2.946069,1,?,2
856,'2024/02/25 22:35:44:502',5,2.94582,1,?,2
857,'2024/02/25 22:35:44:542',5,2.946523,1,?,2
858,'2024/02/25 22:35:44:565',5,2.944271,1,?,2
859,'2024/02/25 22:35:44:606',5,2.942354,1,?,2
860,'2024/02/25 22:35:44:635',5,2.94504,1,?,2
861,'2024/02/25 22:35:44:670',5,2.944927,1,?,2
862,'2024/02/25 22:35:44:705',5,2.946073,1,?,2
863,'2024/02/25 22:35:44:740',5,2.944941,1,?,2
864,'2024/02/25 22:35:44:774',5,2.947865,1,?,2
865,'2024/02/25 22:35:44:803',5,2.944975,1,?,2
866,'2024/02/25 22:35:44:832',5,2.946465,1,?,2
867,'2024/02/25 22:35:44:873',5,2.942551,1,?,2
868,'2024/02/25 22:35:44:902',5,2.943821,1,?,2
869,'2024/02/25 22:35:44:937',5,2.947587,1,?,2
870,'2024/02/25 22:35:44:966',5,2.951313,1,?,2
871,'2024/02/25 22:35:45:006',5,2.953837,1,?,2
872,'2024/02/25 22:35:45:035',5,2.954325,1,?,2
873,'2024/02/25 22:35:45:070',5,2.956074,1,?,2
874,'2024/02/25 22:35:45:099',5,2.956562,1,?,2
875,'2024/02/25 22:35:45:135',5,2.955859,1,?,2
876,'2024/02/25 22:35:45:164',5,2.955388,1,?,2
877,'2024/02/25 22:35:45:204',5,2.953455,1,?,2
878,'2024/02/25 22:35:45:233',5,2.953532,1,?,2
879,'2024/02/25 22:35:45:274',5,2.95453,1,?,2
880,'2024/02/25 22:35:45:303',5,2.953802,1,?,2
881,'2024/02/25 22:35:45:337',5,2.953326,1,?,2
882,'2024/02/25 22:35:45:366',5,2.953392,1,?,2
883,'2024/02/25 22:35:45:407',5,2.95063,1,?,2
884,'2024/02/25 22:35:45:430',5,2.952107,1,?,2
885,'2024/02/25 22:35:45:471',5,2.952007,1,?,2
886,'2024/02/25 22:35:45:500',5,2.949841,1,?,2
887,'2024/02/25 22:35:45:541',5,2.948043,1,?,2
888,'2024/02/25 22:35:45:570',5,2.948897,1,?,2
889,'2024/02/25 22:35:45:605',5,2.949404,1,?,2
890,'2024/02/25 22:35:45:634',5,2.948334,1,?,2
891,'2024/02/25 22:35:45:674',5,2.950842,1,?,2
892,'2024/02/25 22:35:45:715',5,2.9528,1,?,2
893,'2024/02/25 22:35:45:738',5,2.953707,1,?,2
894,'2024/02/25 22:35:45:772',5,2.953931,1,?,2
895,'2024/02/25 22:35:45:802',5,2.952119,1,?,2
896,'2024/02/25 22:35:45:836',5,2.954302,1,?,2
897,'2024/02/25 22:35:45:866',5,2.95514,1,?,2
898,'2024/02/25 22:35:45:906',5,2.958075,1,?,2
899,'2024/02/25 22:35:45:936',5,2.959015,1,?,2
900,'2024/02/25 22:35:45:970',5,2.956126,1,?,2
901,'2024/02/25 22:35:45:999',5,2.95092,1,?,2
902,'2024/02/25 22:35:46:039',5,2.955056,1,?,2
903,'2024/02/25 22:35:46:069',5,2.954784,1,?,2
904,'2024/02/25 22:35:46:110',5,2.952493,1,?,2
905,'2024/02/25 22:35:46:133',5,2.955935,1,?,2
906,'2024/02/25 22:35:46:173',5,2.953108,1,?,2
907,'2024/02/25 22:35:46:203',5,2.955149,1,?,2
908,'2024/02/25 22:35:46:237',5,2.958333,1,?,2
909,'2024/02/25 22:35:46:266',5,2.960574,1,?,2
910,'2024/02/25 22:35:46:308',5,2.95972,1,?,2
911,'2024/02/25 22:35:46:330',5,2.961627,1,?,2
912,'2024/02/25 22:35:46:371',5,2.961725,1,?,2
913,'2024/02/25 22:35:46:402',5,2.961962,1,?,2
914,'2024/02/25 22:35:46:440',5,2.960815,1,?,2
915,'2024/02/25 22:35:46:463',5,2.963855,1,?,2
916,'2024/02/25 22:35:46:505',5,2.963837,1,?,2
917,'2024/02/25 22:35:46:539',5,2.966403,1,?,2
918,'2024/02/25 22:35:46:568',5,2.965487,1,?,2
919,'2024/02/25 22:35:46:603',5,2.963727,1,?,2
920,'2024/02/25 22:35:46:632',5,2.961523,1,?,2
921,'2024/02/25 22:35:46:672',5,2.958421,1,?,2
922,'2024/02/25 22:35:46:701',5,2.945594,1,?,2
923,'2024/02/25 22:35:46:736',5,2.940372,1,?,2
924,'2024/02/25 22:35:46:766',5,2.940947,1,?,2
925,'2024/02/25 22:35:46:806',5,2.946445,1,?,2
926,'2024/02/25 22:35:46:847',5,2.948125,1,?,2
927,'2024/02/25 22:35:46:870',5,2.951387,1,?,2
928,'2024/02/25 22:35:46:904',5,2.953008,1,?,2
929,'2024/02/25 22:35:46:934',5,2.956766,1,?,2
930,'2024/02/25 22:35:46:974',5,2.957442,1,?,2
931,'2024/02/25 22:35:46:997',5,2.958636,1,?,2
932,'2024/02/25 22:35:47:038',5,2.962041,1,?,2
933,'2024/02/25 22:35:47:067',5,2.963777,1,?,2
934,'2024/02/25 22:35:47:108',5,2.961113,1,?,2
935,'2024/02/25 22:35:47:137',5,2.960148,1,?,2
936,'2024/02/25 22:35:47:172',5,2.961227,1,?,2
937,'2024/02/25 22:35:47:201',5,2.963488,1,?,2
938,'2024/02/25 22:35:47:236',5,2.964116,1,?,2
939,'2024/02/25 22:35:47:265',5,2.96598,1,?,2
940,'2024/02/25 22:35:47:305',5,2.969046,1,?,2
941,'2024/02/25 22:35:47:340',5,2.967794,1,?,2
942,'2024/02/25 22:35:47:369',5,2.968908,1,?,2
943,'2024/02/25 22:35:47:404',5,2.968422,1,?,2
944,'2024/02/25 22:35:47:439',5,2.96823,1,?,2
945,'2024/02/25 22:35:47:473',5,2.969242,1,?,2
946,'2024/02/25 22:35:47:503',5,2.965274,1,?,2
947,'2024/02/25 22:35:47:538',5,2.962434,1,?,2
948,'2024/02/25 22:35:47:573',5,2.963783,1,?,2
949,'2024/02/25 22:35:47:601',5,2.964309,1,?,2
950,'2024/02/25 22:35:47:642',5,2.962349,1,?,2
951,'2024/02/25 22:35:47:671',5,2.966586,1,?,2
952,'2024/02/25 22:35:47:707',5,2.961998,1,?,2
953,'2024/02/25 22:35:47:735',5,2.962263,1,?,2
954,'2024/02/25 22:35:47:769',5,2.958316,1,?,2
955,'2024/02/25 22:35:47:805',5,2.958093,1,?,2
956,'2024/02/25 22:35:47:839',5,2.962119,1,?,2
957,'2024/02/25 22:35:47:874',5,2.964202,1,?,2
958,'2024/02/25 22:35:47:915',5,2.964583,1,?,2
959,'2024/02/25 22:35:47:938',5,2.968878,1,?,2
960,'2024/02/25 22:35:47:973',5,2.972525,1,?,2
961,'2024/02/25 22:35:48:002',5,2.974055,1,?,2
962,'2024/02/25 22:35:48:037',5,2.974534,1,?,2
963,'2024/02/25 22:35:48:065',5,2.974242,1,?,2
964,'2024/02/25 22:35:48:106',5,2.972718,1,?,2
965,'2024/02/25 22:35:48:135',5,2.971656,1,?,2
966,'2024/02/25 22:35:48:171',5,2.970427,1,?,2
967,'2024/02/25 22:35:48:216',5,2.968408,1,?,2
968,'2024/02/25 22:35:48:240',5,2.96784,1,?,2
969,'2024/02/25 22:35:48:275',5,2.967083,1,?,2
970,'2024/02/25 22:35:48:315',5,2.963711,1,?,2
971,'2024/02/25 22:35:48:338',5,2.966526,1,?,2
972,'2024/02/25 22:35:48:373',5,2.964288,1,?,2
973,'2024/02/25 22:35:48:402',5,2.967822,1,?,2
974,'2024/02/25 22:35:48:437',5,2.96393,1,?,2
975,'2024/02/25 22:35:48:466',5,2.966055,1,?,2
976,'2024/02/25 22:35:48:507',5,2.966477,1,?,2
977,'2024/02/25 22:35:48:542',5,2.966308,1,?,2
978,'2024/02/25 22:35:48:571',5,2.967493,1,?,2
979,'2024/02/25 22:35:48:600',5,2.968846,1,?,2
980,'2024/02/25 22:35:48:640',5,2.972552,1,?,2
981,'2024/02/25 22:35:48:670',5,2.972099,1,?,2
982,'2024/02/25 22:35:48:710',5,2.969808,1,?,2
983,'2024/02/25 22:35:48:750',5,2.969955,1,?,2
984,'2024/02/25 22:35:48:768',5,2.968762,1,?,2
985,'2024/02/25 22:35:48:809',5,2.969771,1,?,2
986,'2024/02/25 22:35:48:849',5,2.969153,1,?,2
987,'2024/02/25 22:35:48:872',5,2.966557,1,?,2
988,'2024/02/25 22:35:48:913',5,2.966011,1,?,2
989,'2024/02/25 22:35:48:936',5,2.966447,1,?,2
990,'2024/02/25 22:35:48:972',5,2.965739,1,?,2
991,'2024/02/25 22:35:49:001',5,2.966426,1,?,2
992,'2024/02/25 22:35:49:035',5,2.965881,1,?,2
993,'2024/02/25 22:35:49:037',5,2.965881,1,?,2
994,'2024/02/25 22:35:49:064',5,2.966912,1,?,2
995,'2024/02/25 22:35:49:105',5,2.967215,1,?,2
996,'2024/02/25 22:35:49:145',5,2.968888,1,?,2
997,'2024/02/25 22:35:49:175',5,2.967048,1,?,2
998,'2024/02/25 22:35:49:204',5,2.966632,1,?,2
999,'2024/02/25 22:35:49:233',5,2.966172,1,?,2
1000,'2024/02/25 22:35:49:268',5,2.96661,1,?,2
1001,'2024/02/25 22:35:49:314',5,2.965097,1,?,2
1002,'2024/02/25 22:35:49:337',5,2.969096,1,?,2
1003,'2024/02/25 22:35:49:372',5,2.971287,1,?,2
1004,'2024/02/25 22:35:49:413',5,2.973716,1,?,2
1005,'2024/02/25 22:35:49:435',5,2.973845,1,?,2
1006,'2024/02/25 22:35:49:471',5,2.972113,1,?,2
1007,'2024/02/25 22:35:49:511',5,2.972009,1,?,2
1008,'2024/02/25 22:35:49:540',5,2.972552,1,?,2
1009,'2024/02/25 22:35:49:569',5,2.971666,1,?,2
1010,'2024/02/25 22:35:49:615',5,2.971862,1,?,2
1011,'2024/02/25 22:35:49:645',5,2.973258,1,?,2
1012,'2024/02/25 22:35:49:668',5,2.972967,1,?,2
1013,'2024/02/25 22:35:49:703',5,2.970758,1,?,2
1014,'2024/02/25 22:35:49:737',5,2.974225,1,?,2
1015,'2024/02/25 22:35:49:772',5,2.97425,1,?,2
1016,'2024/02/25 22:35:49:801',5,2.974418,1,?,2
1017,'2024/02/25 22:35:49:836',5,2.974806,1,?,2
1018,'2024/02/25 22:35:49:871',5,2.975877,1,?,2
1019,'2024/02/25 22:35:49:906',5,2.974637,1,?,2
1020,'2024/02/25 22:35:49:941',5,2.975435,1,?,2
1021,'2024/02/25 22:35:49:970',5,2.971328,1,?,2
1022,'2024/02/25 22:35:50:005',5,2.970726,1,?,2
1023,'2024/02/25 22:35:50:040',5,2.965213,1,?,2
1024,'2024/02/25 22:35:50:074',5,2.963707,1,?,2
1025,'2024/02/25 22:35:50:103',5,2.960415,1,?,2
1026,'2024/02/25 22:35:50:149',5,2.96401,1,?,2
1027,'2024/02/25 22:35:50:173',5,2.959153,1,?,2
1028,'2024/02/25 22:35:50:202',5,2.953112,1,?,2
1029,'2024/02/25 22:35:50:248',5,2.957424,1,?,2
1030,'2024/02/25 22:35:50:271',5,2.964682,1,?,2
1031,'2024/02/25 22:35:50:307',5,2.971373,1,?,2
1032,'2024/02/25 22:35:50:347',5,2.978964,1,?,2
1033,'2024/02/25 22:35:50:370',5,2.976163,1,?,2
1034,'2024/02/25 22:35:50:405',5,2.971138,1,?,2
1035,'2024/02/25 22:35:50:434',5,2.965707,1,?,2
1036,'2024/02/25 22:35:50:475',5,2.962362,1,?,2
1037,'2024/02/25 22:35:50:515',5,2.959245,1,?,2
1038,'2024/02/25 22:35:50:539',5,2.960377,1,?,2
1039,'2024/02/25 22:35:50:574',5,2.963999,1,?,2
1040,'2024/02/25 22:35:50:603',5,2.967823,1,?,2
1041,'2024/02/25 22:35:50:637',5,2.97704,1,?,2
1042,'2024/02/25 22:35:50:684',5,2.984808,1,?,2
1043,'2024/02/25 22:35:50:707',5,2.98872,1,?,2
1044,'2024/02/25 22:35:50:742',5,2.989106,1,?,2
1045,'2024/02/25 22:35:50:782',5,2.998699,1,?,2
1046,'2024/02/25 22:35:50:805',5,3.004309,1,?,2
1047,'2024/02/25 23:00:45:147',6,1.190274,0,0.196,2
1048,'2024/02/25 23:00:45:187',6,1.190324,0,0.196,2
1049,'2024/02/25 23:00:45:233',6,1.19066,0,0.196,2
1050,'2024/02/25 23:00:45:239',6,1.193074,0,0.196,2
1051,'2024/02/25 23:00:45:285',6,1.194422,0,0.196,2
1052,'2024/02/25 23:00:45:314',6,1.192476,0,0.196,2
1053,'2024/02/25 23:00:45:349',6,1.192221,0,0.196,2
1054,'2024/02/25 23:00:45:379',6,1.193443,0,0.196,2
1055,'2024/02/25 23:00:45:419',6,1.192416,0,0.196,2
1056,'2024/02/25 23:00:45:448',6,1.193586,0,0.196,2
1057,'2024/02/25 23:00:45:483',6,1.192851,0,0.196,2
1058,'2024/02/25 23:00:45:518',6,1.192855,0,0.196,2
1059,'2024/02/25 23:00:45:547',6,1.191363,0,0.196,2
1060,'2024/02/25 23:00:45:582',6,1.191973,0,0.196,2
1061,'2024/02/25 23:00:45:617',6,1.191978,0,0.196,2
1062,'2024/02/25 23:00:45:652',6,1.191262,0,0.196,2
1063,'2024/02/25 23:00:45:680',6,1.191183,0,0.196,2
1064,'2024/02/25 23:00:45:715',6,1.191736,0,0.196,2
1065,'2024/02/25 23:00:45:750',6,1.191937,0,0.196,2
1066,'2024/02/25 23:00:45:779',6,1.191757,0,0.196,2
1067,'2024/02/25 23:00:45:820',6,1.192216,0,0.196,2
1068,'2024/02/25 23:00:45:860',6,1.191782,0,0.196,2
1069,'2024/02/25 23:00:45:883',6,1.191118,0,0.196,2
1070,'2024/02/25 23:00:45:918',6,1.191055,0,0.196,2
1071,'2024/02/25 23:00:45:947',6,1.192544,0,0.196,2
1072,'2024/02/25 23:00:45:982',6,1.191982,0,0.196,2
1073,'2024/02/25 23:00:46:017',6,1.191926,0,0.196,2
1074,'2024/02/25 23:00:46:063',6,1.192009,0,0.196,2
1075,'2024/02/25 23:00:46:081',6,1.192232,0,0.196,2
1076,'2024/02/25 23:00:46:116',6,1.192353,0,0.196,2
1077,'2024/02/25 23:00:46:145',6,1.192009,0,0.196,2
1078,'2024/02/25 23:00:46:186',6,1.190333,0,0.196,2
1079,'2024/02/25 23:00:46:221',6,1.192507,0,0.196,2
1080,'2024/02/25 23:00:46:261',6,1.190608,0,0.196,2
1081,'2024/02/25 23:00:46:284',6,1.190025,0,0.196,2
1082,'2024/02/25 23:00:46:319',6,1.190788,0,0.196,2
1083,'2024/02/25 23:00:46:348',6,1.18933,0,0.196,2
1084,'2024/02/25 23:00:46:383',6,1.190527,0,0.196,2
1085,'2024/02/25 23:00:46:417',6,1.19012,0,0.196,2
1086,'2024/02/25 23:00:46:446',6,1.189977,0,0.196,2
1087,'2024/02/25 23:00:46:481',6,1.191613,0,0.196,2
1088,'2024/02/25 23:00:46:516',6,1.191349,0,0.196,2
1089,'2024/02/25 23:00:46:545',6,1.190793,0,0.196,2
1090,'2024/02/25 23:00:46:586',6,1.191538,0,0.196,2
1091,'2024/02/25 23:00:46:615',6,1.189481,0,0.196,2
1092,'2024/02/25 23:00:46:649',6,1.189548,0,0.196,2
1093,'2024/02/25 23:00:46:690',6,1.1882,0,0.196,2
1094,'2024/02/25 23:00:46:719',6,1.18851,0,0.196,2
1095,'2024/02/25 23:00:46:762',6,1.190946,0,0.196,2
1096,'2024/02/25 23:00:46:784',6,1.18732,0,0.196,2
1097,'2024/02/25 23:00:46:818',6,1.189258,0,0.196,2
1098,'2024/02/25 23:00:46:847',6,1.189565,0,0.196,2
1099,'2024/02/25 23:00:46:882',6,1.190125,0,0.196,2
1100,'2024/02/25 23:00:46:917',6,1.190009,0,0.196,2
1101,'2024/02/25 23:00:46:958',6,1.188474,0,0.196,2
1102,'2024/02/25 23:00:46:981',6,1.188991,0,0.196,2
1103,'2024/02/25 23:00:47:017',6,1.189207,0,0.196,2
1104,'2024/02/25 23:00:47:056',6,1.188793,0,0.196,2
1105,'2024/02/25 23:00:47:092',6,1.187583,0,0.196,2
1106,'2024/02/25 23:00:47:120',6,1.187597,0,0.196,2
1107,'2024/02/25 23:00:47:150',6,1.189017,0,0.196,2
1108,'2024/02/25 23:00:47:196',6,1.187984,0,0.196,2
1109,'2024/02/25 23:00:47:219',6,1.186051,0,0.196,2
1110,'2024/02/25 23:00:47:247',6,1.182741,0,0.196,2
1111,'2024/02/25 23:00:47:277',6,1.183916,0,0.196,2
1112,'2024/02/25 23:00:47:323',6,1.185628,0,0.196,2
1113,'2024/02/25 23:00:47:347',6,1.184446,0,0.196,2
1114,'2024/02/25 23:00:47:387',6,1.185886,0,0.196,2
1115,'2024/02/25 23:00:47:416',6,1.186077,0,0.196,2
1116,'2024/02/25 23:00:47:451',6,1.186762,0,0.196,2
1117,'2024/02/25 23:00:47:491',6,1.187043,0,0.196,2
1118,'2024/02/25 23:00:47:515',6,1.187364,0,0.196,2
1119,'2024/02/25 23:00:47:549',6,1.188359,0,0.196,2
1120,'2024/02/25 23:00:47:549',6,1.188359,0,0.196,2
1121,'2024/02/25 23:00:47:596',6,1.187695,0,0.196,2
1122,'2024/02/25 23:00:47:619',6,1.186893,0,0.196,2
1123,'2024/02/25 23:00:47:654',6,1.187547,0,0.196,2
1124,'2024/02/25 23:00:47:694',6,1.189281,0,0.196,2
1125,'2024/02/25 23:00:47:718',6,1.188118,0,0.196,2
1126,'2024/02/25 23:00:47:753',6,1.189187,0,0.196,2
1127,'2024/02/25 23:00:47:793',6,1.188309,0,0.196,2
1128,'2024/02/25 23:00:47:816',6,1.189679,0,0.196,2
1129,'2024/02/25 23:00:47:852',6,1.188393,0,0.196,2
1130,'2024/02/25 23:00:47:892',6,1.187951,0,0.196,2
1131,'2024/02/25 23:00:47:916',6,1.186881,0,0.196,2
1132,'2024/02/25 23:00:47:950',6,1.185654,0,0.196,2
1133,'2024/02/25 23:00:47:980',6,1.18901,0,0.196,2
1134,'2024/02/25 23:00:48:020',6,1.18789,0,0.196,2
1135,'2024/02/25 23:00:48:060',6,1.185382,0,0.196,2
1136,'2024/02/25 23:00:48:084',6,1.184879,0,0.196,2
1137,'2024/02/25 23:00:48:124',6,1.186047,0,0.196,2
1138,'2024/02/25 23:00:48:153',6,1.186181,0,0.196,2
1139,'2024/02/25 23:00:48:183',6,1.186962,0,0.196,2
1140,'2024/02/25 23:00:48:217',6,1.18582,0,0.196,2
1141,'2024/02/25 23:00:48:258',6,1.186369,0,0.196,2
1142,'2024/02/25 23:00:48:281',6,1.185846,0,0.196,2
1143,'2024/02/25 23:00:48:316',6,1.18665,0,0.196,2
1144,'2024/02/25 23:00:48:350',6,1.18693,0,0.196,2
1145,'2024/02/25 23:00:48:379',6,1.185296,0,0.196,2
1146,'2024/02/25 23:00:48:426',6,1.185065,0,0.196,2
1147,'2024/02/25 23:00:48:449',6,1.184564,0,0.196,2
1148,'2024/02/25 23:00:48:490',6,1.183529,0,0.196,2
1149,'2024/02/25 23:00:48:525',6,1.184394,0,0.196,2
1150,'2024/02/25 23:00:48:554',6,1.184546,0,0.196,2
1151,'2024/02/25 23:00:48:589',6,1.181948,0,0.196,2
1152,'2024/02/25 23:00:48:624',6,1.182901,0,0.196,2
1153,'2024/02/25 23:00:48:647',6,1.182057,0,0.196,2
1154,'2024/02/25 23:00:48:681',6,1.180449,0,0.196,2
1155,'2024/02/25 23:00:48:728',6,1.18166,0,0.196,2
1156,'2024/02/25 23:00:48:746',6,1.181965,0,0.196,2
1157,'2024/02/25 23:00:48:786',6,1.182286,0,0.196,2
1158,'2024/02/25 23:00:48:827',6,1.183607,0,0.196,2
1159,'2024/02/25 23:00:48:850',6,1.181371,0,0.196,2
1160,'2024/02/25 23:00:48:885',6,1.182694,0,0.196,2
1161,'2024/02/25 23:00:48:914',6,1.181219,0,0.196,2
1162,'2024/02/25 23:00:48:960',6,1.182526,0,0.196,2
1163,'2024/02/25 23:00:48:983',6,1.186246,0,0.196,2
1164,'2024/02/25 23:00:49:012',6,1.189196,0,0.196,2
1165,'2024/02/25 23:00:49:053',6,1.190813,0,0.196,2
1166,'2024/02/25 23:00:49:082',6,1.191427,0,0.196,2
1167,'2024/02/25 23:00:49:117',6,1.193717,0,0.196,2
1168,'2024/02/25 23:00:49:152',6,1.196893,0,0.196,2
1169,'2024/02/25 23:00:49:193',6,1.203209,0,0.196,2
1170,'2024/02/25 23:00:49:215',6,1.203699,0,0.196,2
1171,'2024/02/25 23:00:49:251',6,1.201858,0,0.196,2
1172,'2024/02/25 23:00:49:285',6,1.196538,0,0.196,2
1173,'2024/02/25 23:00:49:329',6,1.196515,0,0.196,2
1174,'2024/02/25 23:00:49:351',6,1.193569,0,0.196,2
1175,'2024/02/25 23:00:49:385',6,1.191622,0,0.196,2
1176,'2024/02/25 23:00:49:425',6,1.188208,0,0.196,2
1177,'2024/02/25 23:00:49:448',6,1.186596,0,0.196,2
1178,'2024/02/25 23:00:49:483',6,1.184986,0,0.196,2
1179,'2024/02/25 23:00:49:529',6,1.183346,0,0.196,2
1180,'2024/02/25 23:00:49:552',6,1.182911,0,0.196,2
1181,'2024/02/25 23:00:49:582',6,1.184069,0,0.196,2
1182,'2024/02/25 23:00:49:628',6,1.183388,0,0.196,2
1183,'2024/02/25 23:00:49:651',6,1.183097,0,0.196,2
